portfolioId,symbol,numberofshares,cashvalue
33,ORCL,199.00,780.73
66,LRCX,990.00,1.56
45,LRCX,974.00,179.71
95,NVDA,755.00,907.08
63,NVDA,146.00,158.41
71,INTC,980.00,397.35
46,WDC,654.00,198.89
77,TSM,852.00,910.24
20,MSFT,223.00,612.83
73,AAPL,901.00,708.55
55,TSLA,910.00,677.19
3,PYPL,168.00,51.12
77,ATVI,872.00,52.19
18,NTAP,862.00,27.17
71,WDC,653.00,208.52
64,NVDA,558.00,89.89
51,SNPS,739.00,29.09
92,AMAT,462.00,529.11
7,DELL,20.00,970.27
55,LRCX,906.00,608.59
77,ADBE,288.00,168.74
59,DELL,784.00,859.77
59,WDC,871.00,662.18
14,TDC,320.00,71.95
92,INTC,43.00,455.48
70,CSCO,180.00,847.72
30,INTC,902.00,508.86
86,AMAT,670.00,202.86
6,MU,994.00,850.54
32,CTSH,484.00,581.83
98,STX,67.00,923.35
71,HPE,193.00,832.33
82,MU,17.00,963.53
11,FB,521.00,136.85
34,XRX,242.00,679.67
81,VRSN,191.00,634.48
82,ACN,340.00,750.34
73,QCOM,56.00,482.62
77,QCOM,338.00,691.81
39,ACN,66.00,406.34
25,ATVI,402.00,460.12
10,VRSN,541.00,362.10
67,HPE,291.00,746.88
80,ZBRA,200.00,802.89
60,CRM,652.00,304.06
47,LRCX,314.00,173.46
80,NFLX,623.00,790.12
63,ACN,432.00,687.34
43,AAPL,107.00,568.52
45,STX,103.00,141.10
33,EA,518.00,609.29
76,MU,133.00,506.93
13,VRSN,747.00,145.18
18,CRM,993.00,311.19
100,ZBRA,611.00,16.36
5,TSLA,143.00,354.25
64,TDC,48.00,701.01
21,NTAP,199.00,156.40
84,GOOG,909.00,873.80
47,AAPL,55.00,624.39
15,INTC,231.00,960.45
12,HPE,312.00,825.46
5,AMZN,567.00,563.43
79,HPQ,626.00,427.98
82,JNPR,31.00,822.78
8,VRSN,866.00,322.26
90,TSLA,432.00,745.35
48,PYPL,297.00,170.31
32,HPQ,77.00,287.03
98,ORCL,374.00,149.99
72,DELL,564.00,504.59
88,AMAT,81.00,956.73
41,ORCL,161.00,407.30
49,IBM,203.00,205.31
92,XRX,167.00,233.23
90,INTC,333.00,734.33
63,ATVI,2.00,751.07
19,TXN,919.00,957.69
54,MSFT,625.00,845.55
39,FB,143.00,330.28
8,DELL,292.00,83.09
20,HPE,983.00,199.18
53,LRCX,585.00,173.88
71,QCOM,364.00,796.83
14,CTSH,112.00,247.67
22,AVGO,923.00,899.69
31,GOOGL,274.00,642.90
1,CSCO,525.00,723.12
1,NVDA,11.00,471.86
73,ATVI,364.00,952.95
57,NVDA,497.00,569.93
84,AVGO,135.00,424.08
54,ATVI,344.00,562.25
55,NFLX,544.00,848.32
3,MSFT,1.00,688.93
48,INTC,130.00,166.46
88,MSFT,655.00,718.09
98,MSFT,196.00,553.60
78,TSLA,157.00,745.84
60,ATVI,468.00,842.20
61,TSLA,192.00,933.29
42,MSFT,919.00,143.97
95,NFLX,136.00,262.93
16,ACN,130.00,749.26
76,XRX,866.00,210.03
66,TSM,428.00,962.28
26,TDC,33.00,819.81
90,ZM,20.00,390.12
58,XRX,211.00,56.57
24,PYPL,302.00,345.80
77,AAPL,630.00,448.78
76,INTC,531.00,448.04
12,WDC,179.00,992.04
30,NTAP,110.00,204.56
22,CTSH,726.00,992.13
65,STX,768.00,351.33
55,NVDA,814.00,30.70
63,LRCX,56.00,986.49
11,VRSN,248.00,519.07
91,PYPL,697.00,85.66
95,LRCX,147.00,368.43
4,ZM,496.00,814.52
84,XRX,560.00,149.98
72,AVGO,708.00,164.68
70,FB,852.00,744.15
51,FB,992.00,830.73
80,JNPR,677.00,885.56
93,ACN,355.00,919.02
69,DELL,501.00,198.63
77,MSFT,742.00,32.80
29,HPQ,326.00,288.59
49,CRM,282.00,513.95
13,NVDA,474.00,203.63
73,NVDA,551.00,137.79
11,CRM,33.00,116.02
36,TSLA,570.00,355.63
83,LRCX,841.00,383.77
28,AMZN,700.00,258.55
44,ADBE,691.00,248.82
21,CRM,32.00,796.42
17,TDC,782.00,303.92
37,AAPL,341.00,427.82
33,FB,291.00,517.56
29,TDC,192.00,299.08
70,ADBE,368.00,44.75
39,SNPS,316.00,255.21
29,XRX,762.00,271.12
57,AAPL,964.00,470.30
38,MU,761.00,539.05
77,IBM,510.00,252.20
42,INTC,114.00,786.30
42,FB,275.00,623.47
35,SNPS,150.00,891.59
30,SNPS,121.00,610.33
53,SNPS,315.00,865.97
53,LRCX,147.00,781.08
12,HPE,1.00,154.95
6,PYPL,484.00,467.73
52,XRX,603.00,223.44
3,CRM,976.00,276.69
47,INTC,418.00,284.30
69,TXN,318.00,949.18
4,SNPS,177.00,500.64
27,VRSN,31.00,366.80
7,NVDA,702.00,243.44
43,ZBRA,533.00,514.74
22,ZM,444.00,17.81
56,CRM,413.00,512.64
1,TDC,405.00,485.08
48,WDC,969.00,402.32
10,HPQ,279.00,602.41
73,PYPL,982.00,242.17
16,MSFT,463.00,277.70
91,AMZN,701.00,199.09
66,SNPS,979.00,94.74
74,NFLX,8.00,752.32
75,NTAP,213.00,601.97
90,STX,784.00,827.08
17,HPE,858.00,378.16
45,NFLX,548.00,661.68
49,VRSN,359.00,589.07
81,QCOM,574.00,478.08
23,TSM,676.00,31.37
47,NVDA,799.00,573.88
64,ACN,219.00,723.87
68,NFLX,999.00,282.90
74,EA,330.00,950.45
66,AMZN,942.00,361.58
16,GOOG,799.00,285.33
39,TSLA,402.00,750.31
99,GOOG,519.00,538.42
56,MSFT,218.00,331.54
24,NVDA,520.00,747.02
49,AMAT,857.00,260.64
51,ADBE,309.00,309.85
2,MU,250.00,680.70
44,QCOM,672.00,110.31
81,XRX,59.00,149.38
26,AMZN,796.00,8.25
90,ATVI,856.00,903.43
90,ORCL,899.00,392.82
2,MSFT,187.00,165.75
69,CRM,303.00,583.84
47,QCOM,864.00,60.30
90,DELL,281.00,744.98
72,ORCL,363.00,341.56
84,JNPR,811.00,629.43
16,ZBRA,683.00,68.29
9,GOOGL,845.00,917.10
24,HPQ,579.00,555.37
99,ZBRA,556.00,122.02
72,HPQ,628.00,422.74
61,ADBE,553.00,49.89
21,STX,235.00,327.28
74,TSM,994.00,567.70
77,ADBE,257.00,11.16
22,ZBRA,95.00,10.79
22,ACN,654.00,629.31
76,NTAP,559.00,897.74
62,WDC,222.00,929.06
58,LRCX,47.00,749.06
22,TXN,210.00,746.65
89,CRM,929.00,713.24
100,WDC,393.00,457.93
44,XRX,215.00,392.00
94,WDC,941.00,474.97
53,GOOGL,716.00,726.19
85,GOOGL,252.00,615.53
4,IBM,232.00,55.23
5,TXN,791.00,188.77
45,TDC,790.00,494.52
85,HPQ,814.00,938.75
34,AMAT,717.00,589.46
13,GOOGL,837.00,566.15
5,GOOG,672.00,798.81
91,LRCX,579.00,409.01
17,QCOM,568.00,736.55
54,GOOG,156.00,4.99
79,MU,685.00,258.36
18,SNPS,269.00,680.47
54,IBM,209.00,417.45
61,GOOGL,181.00,15.76
46,HPE,806.00,34.16
73,AMAT,354.00,21.29
89,AMAT,852.00,124.68
95,CSCO,710.00,126.11
31,ACN,414.00,716.56
92,HPQ,623.00,627.85
94,IBM,85.00,642.07
56,STX,912.00,82.43
74,AVGO,371.00,745.20
51,TSLA,293.00,222.34
62,ATVI,369.00,564.27
31,MU,985.00,383.44
66,MU,131.00,958.87
85,CTSH,427.00,93.74
5,NFLX,242.00,338.92
20,XRX,332.00,431.07
94,NFLX,811.00,122.98
78,NVDA,656.00,992.38
18,INTC,312.00,803.86
57,TDC,386.00,833.76
45,SNPS,427.00,532.31
98,CRM,452.00,538.21
94,MU,340.00,442.26
2,PYPL,466.00,647.27
1,MSFT,725.00,36.65
21,CRM,469.00,52.99
2,AMAT,998.00,828.20
7,FB,289.00,588.26
99,MU,308.00,87.01
68,ZBRA,699.00,976.50
37,PYPL,94.00,985.43
68,VRSN,18.00,505.68
27,AAPL,995.00,650.04
14,CSCO,448.00,276.99
27,CTSH,363.00,631.92
90,ORCL,980.00,645.27
90,DELL,600.00,88.37
5,STX,384.00,515.92
91,XRX,100.00,532.84
97,AAPL,424.00,492.20
46,NVDA,582.00,354.47
75,INTC,165.00,477.31
75,NVDA,245.00,434.71
62,GOOG,951.00,227.03
95,MSFT,249.00,95.68
22,GOOGL,394.00,521.66
89,VRSN,697.00,303.27
62,SNPS,504.00,80.20
51,ORCL,465.00,518.10
11,NFLX,919.00,74.77
72,CTSH,952.00,837.81
84,FB,32.00,120.22
64,WDC,41.00,107.06
7,JNPR,712.00,911.50
25,FB,366.00,484.58
8,XRX,215.00,260.54
13,JNPR,261.00,551.62
68,GOOG,845.00,144.70
80,CSCO,614.00,421.94
13,NVDA,882.00,520.54
85,ZM,229.00,470.97
7,HPE,320.00,79.42
75,CSCO,162.00,239.87
91,ATVI,993.00,825.54
73,TSM,984.00,790.33
1,EA,735.00,342.54
85,NTAP,820.00,286.63
30,QCOM,320.00,881.11
31,TDC,567.00,863.91
91,AMZN,73.00,948.10
53,CTSH,682.00,904.99
74,NTAP,202.00,906.85
20,FB,485.00,692.71
11,TXN,86.00,208.29
42,VRSN,41.00,30.98
88,INTC,6.00,264.75
54,GOOG,264.00,834.73
68,CRM,46.00,650.41
31,DELL,67.00,877.53
37,SNPS,174.00,267.25
8,LRCX,35.00,855.32
86,GOOG,869.00,349.92
44,ADBE,340.00,675.83
78,GOOGL,973.00,700.28
36,VRSN,334.00,415.22
27,DELL,849.00,339.67
3,ORCL,540.00,697.11
80,HPE,350.00,846.31
34,AAPL,575.00,344.10
78,AMZN,525.00,5.61
34,QCOM,863.00,27.27
75,MSFT,496.00,42.63
51,TDC,867.00,297.11
31,GOOG,422.00,628.92
98,LRCX,982.00,817.23
63,ORCL,18.00,60.00
77,NTAP,133.00,842.16
100,AMZN,677.00,484.99
72,INTC,618.00,981.61
35,TSM,828.00,836.85
42,TXN,709.00,75.58
7,ORCL,800.00,159.09
65,GOOG,37.00,568.32
70,MSFT,150.00,354.16
61,GOOG,884.00,113.87
39,GOOGL,71.00,989.22
35,AVGO,40.00,271.79
3,VRSN,258.00,686.14
68,MSFT,45.00,59.05
77,MSFT,344.00,796.00
52,SNPS,259.00,812.43
92,STX,830.00,511.95
96,AVGO,391.00,285.45
77,TSM,233.00,309.98
27,MU,836.00,155.10
3,TSM,43.00,623.61
71,AMAT,401.00,145.45
55,HPE,960.00,956.37
17,ADBE,786.00,789.11
90,STX,793.00,215.11
20,AMZN,488.00,441.91
58,AMAT,356.00,907.42
7,GOOG,623.00,542.42
54,JNPR,667.00,988.12
98,EA,549.00,264.88
70,ORCL,771.00,562.65
77,AMAT,59.00,652.85
39,FB,544.00,359.20
94,CRM,334.00,40.38
73,INTC,902.00,866.93
72,AMAT,844.00,68.74
5,ATVI,958.00,303.91
23,JNPR,831.00,888.66
20,HPQ,780.00,126.79
5,NVDA,67.00,201.86
78,GOOGL,593.00,622.74
28,ATVI,123.00,639.92
19,NVDA,436.00,234.90
58,GOOG,474.00,605.19
89,AMAT,552.00,664.20
93,JNPR,380.00,104.82
97,HPQ,992.00,462.97
90,AMAT,635.00,298.25
45,ZM,270.00,790.18
52,TXN,957.00,447.69
17,HPE,173.00,233.32
21,INTC,8.00,712.48
48,GOOG,201.00,118.64
39,TDC,765.00,759.96
14,AAPL,516.00,529.10
2,CRM,239.00,479.65
94,NVDA,656.00,328.91
74,LRCX,375.00,181.50
39,AMZN,752.00,853.37
64,AVGO,237.00,535.60
8,GOOG,432.00,564.72
10,CTSH,535.00,167.54
83,NTAP,140.00,897.36
76,TSLA,866.00,262.22
65,ACN,95.00,720.05
65,NFLX,45.00,748.81
81,TSM,736.00,327.79
57,JNPR,305.00,640.15
65,STX,53.00,643.07
87,CSCO,182.00,882.56
82,INTC,872.00,353.61
15,VRSN,397.00,635.05
18,NVDA,810.00,43.21
38,CRM,117.00,242.13
7,TSM,327.00,982.28
50,ATVI,556.00,289.88
97,IBM,3.00,136.63
38,AMZN,9.00,42.67
79,GOOG,962.00,125.65
31,EA,38.00,246.00
53,JNPR,125.00,315.15
3,TDC,732.00,750.80
2,CTSH,812.00,965.74
69,SNPS,663.00,665.72
55,EA,56.00,373.82
99,INTC,408.00,775.67
33,GOOGL,892.00,240.45
66,TSM,277.00,778.90
39,ZBRA,770.00,82.34
33,PYPL,199.00,489.24
55,INTC,224.00,359.43
25,ZM,545.00,526.27
34,EA,868.00,135.45
72,STX,50.00,173.39
39,TSM,836.00,510.27
16,MU,878.00,22.22
93,HPQ,793.00,767.40
74,TSLA,319.00,741.48
36,TXN,733.00,165.05
54,NVDA,562.00,809.57
70,LRCX,874.00,565.75
36,MU,485.00,332.04
70,TDC,102.00,647.66
79,AMZN,413.00,129.08
2,SNPS,567.00,269.53
27,HPE,385.00,122.26
75,MU,251.00,671.69
33,ATVI,508.00,676.36
39,CRM,529.00,587.11
89,MU,653.00,958.92
19,SNPS,34.00,9.41
3,CRM,830.00,568.73
35,GOOG,396.00,318.72
30,STX,330.00,654.40
32,CSCO,769.00,701.72
17,CTSH,875.00,494.78
26,XRX,402.00,318.88
26,FB,802.00,45.51
23,PYPL,899.00,469.38
74,TSM,549.00,269.35
14,ACN,216.00,83.97
100,AMAT,542.00,162.64
56,MSFT,910.00,235.60
94,ADBE,912.00,266.35
81,AMAT,616.00,999.93
42,AMZN,319.00,107.07
52,JNPR,240.00,920.22
60,INTC,598.00,452.36
57,AMAT,898.00,535.40
52,ATVI,834.00,483.91
42,CSCO,208.00,915.53
49,TSM,963.00,993.47
35,CTSH,130.00,915.29
51,GOOG,968.00,488.52
51,QCOM,198.00,904.03
87,ADBE,288.00,658.07
57,TSLA,643.00,60.20
86,INTC,80.00,993.90
7,MU,608.00,928.09
49,ACN,598.00,488.30
39,TXN,378.00,826.51
27,ATVI,47.00,236.80
21,VRSN,318.00,871.91
64,ATVI,917.00,462.74
5,LRCX,979.00,832.58
48,XRX,3.00,950.19
59,ADBE,687.00,765.71
63,TSLA,20.00,123.02
16,INTC,749.00,406.07
14,GOOG,940.00,39.66
44,CRM,317.00,572.44
60,XRX,8.00,387.06
42,NTAP,856.00,437.55
52,TSM,636.00,151.64
3,FB,105.00,367.11
18,FB,262.00,21.49
4,TSLA,416.00,175.62
33,GOOG,594.00,730.76
5,QCOM,329.00,68.99
48,CTSH,593.00,496.05
43,STX,332.00,248.63
11,PYPL,928.00,414.30
15,CRM,769.00,136.61
88,ATVI,668.00,192.40
66,AMZN,14.00,448.17
100,NVDA,397.00,861.25
49,HPQ,123.00,886.04
77,JNPR,14.00,190.33
56,ACN,367.00,59.52
7,TSLA,20.00,363.63
63,TSM,224.00,342.32
30,ORCL,165.00,103.68
54,TSLA,665.00,774.16
37,CSCO,970.00,837.77
63,SNPS,794.00,784.35
48,NTAP,781.00,688.84
20,STX,206.00,469.57
10,INTC,680.00,43.21
91,WDC,770.00,393.34
24,TDC,804.00,198.46
29,HPQ,853.00,391.40
94,PYPL,367.00,126.81
17,AAPL,423.00,665.02
74,AMAT,946.00,702.92
20,VRSN,866.00,523.24
32,ADBE,395.00,839.80
44,QCOM,797.00,495.72
54,AMAT,108.00,852.36
99,MSFT,637.00,179.04
50,ORCL,189.00,25.45
43,TDC,214.00,102.50
24,AMZN,522.00,801.82
3,TSLA,212.00,103.46
16,NFLX,627.00,224.84
2,AAPL,844.00,187.47
19,MU,689.00,272.20
27,TSLA,728.00,615.27
39,TDC,104.00,498.64
21,AVGO,603.00,6.49
76,GOOGL,436.00,969.64
10,STX,144.00,578.85
63,LRCX,722.00,812.33
22,INTC,879.00,252.35
82,DELL,653.00,836.11
10,NFLX,898.00,239.11
25,XRX,276.00,582.69
26,NTAP,836.00,912.70
66,CRM,518.00,853.63
95,TDC,366.00,204.87
43,GOOG,993.00,233.11
35,AVGO,307.00,512.68
47,NTAP,297.00,375.06
77,HPE,247.00,115.94
94,WDC,211.00,855.37
57,TSM,524.00,402.63
8,TXN,18.00,203.90
36,HPE,266.00,778.91
9,JNPR,444.00,325.62
31,ATVI,193.00,0.93
46,IBM,586.00,895.82
26,ZM,810.00,807.06
39,GOOGL,509.00,472.22
29,ORCL,668.00,152.11
5,AAPL,170.00,4.62
79,INTC,386.00,49.23
43,IBM,676.00,142.95
89,ZBRA,217.00,10.39
40,TSLA,911.00,245.24
44,AAPL,21.00,343.11
9,ATVI,21.00,269.46
63,NVDA,659.00,108.89
85,WDC,280.00,796.48
44,FB,992.00,377.85
82,PYPL,429.00,276.40
22,PYPL,841.00,524.54
95,IBM,643.00,216.05
81,HPQ,512.00,701.36
12,ZBRA,927.00,433.13
96,CRM,747.00,298.99
2,MU,858.00,690.69
63,GOOG,243.00,157.30
44,VRSN,308.00,995.37
53,WDC,207.00,525.49
54,AAPL,963.00,593.95
33,TSLA,775.00,286.97
5,NFLX,217.00,234.77
41,MSFT,488.00,762.11
20,AVGO,278.00,574.31
5,CRM,452.00,481.33
30,GOOGL,153.00,703.73
56,TDC,254.00,681.26
58,AAPL,480.00,646.24
53,TDC,157.00,918.14
42,ACN,80.00,333.42
40,MU,656.00,115.82
26,GOOG,476.00,7.01
17,CSCO,956.00,569.52
67,STX,573.00,212.49
78,MSFT,558.00,911.95
13,NTAP,134.00,551.71
2,AMAT,713.00,815.10
20,ZM,711.00,144.09
54,ATVI,138.00,248.73
23,NVDA,187.00,309.27
10,NVDA,68.00,445.73
3,MSFT,143.00,329.03
97,LRCX,396.00,334.87
31,VRSN,886.00,272.07
62,STX,399.00,93.13
39,MSFT,24.00,772.57
4,VRSN,290.00,642.52
25,ATVI,209.00,341.88
24,DELL,643.00,370.51
64,MU,763.00,262.57
20,XRX,532.00,88.50
99,ADBE,692.00,364.67
83,NVDA,121.00,259.36
1,CTSH,772.00,16.69
60,TDC,276.00,822.92
28,XRX,210.00,477.00
24,XRX,727.00,527.47
100,WDC,665.00,346.16
79,CTSH,222.00,535.47
90,NFLX,260.00,236.71
61,ACN,124.00,213.56
5,ACN,582.00,934.00
15,GOOGL,872.00,439.56
52,QCOM,568.00,260.46
85,AVGO,816.00,463.41
1,STX,599.00,575.05
91,MSFT,951.00,344.31
11,LRCX,95.00,340.83
90,FB,233.00,252.82
13,GOOG,399.00,475.82
26,EA,248.00,474.74
54,PYPL,740.00,265.64
75,NTAP,203.00,782.50
50,HPQ,659.00,461.43
16,TDC,379.00,950.20
40,ZM,327.00,812.11
81,QCOM,440.00,580.09
8,ADBE,836.00,687.69
87,VRSN,220.00,81.14
42,ADBE,675.00,638.59
70,AAPL,929.00,594.31
52,ZBRA,289.00,705.62
51,TSM,24.00,894.61
75,STX,829.00,46.42
1,SNPS,339.00,816.69
9,STX,945.00,976.29
74,AVGO,473.00,548.35
3,ZBRA,759.00,834.67
85,AMAT,831.00,215.70
34,ADBE,932.00,183.63
32,STX,159.00,543.84
33,GOOGL,110.00,720.31
88,FB,910.00,18.69
6,GOOGL,883.00,942.68
98,TSLA,263.00,898.39
1,AMAT,791.00,46.57
44,NFLX,180.00,626.70
100,CSCO,848.00,751.19
14,CTSH,430.00,686.43
18,LRCX,505.00,752.12
15,SNPS,146.00,697.22
41,CSCO,0.00,282.02
63,NFLX,84.00,610.11
22,ADBE,502.00,823.67
44,TXN,429.00,180.25
25,ORCL,592.00,364.10
100,ZM,705.00,509.53
94,AVGO,145.00,704.70
30,ZBRA,36.00,342.62
85,STX,833.00,249.62
72,ATVI,811.00,972.48
61,MU,100.00,382.94
64,TXN,551.00,65.84
36,SNPS,651.00,15.02
43,HPQ,641.00,454.17
54,NVDA,207.00,129.36
90,JNPR,388.00,952.60
29,CRM,510.00,193.51
100,AMZN,818.00,566.81
74,GOOG,360.00,111.11
76,IBM,474.00,27.09
97,INTC,741.00,986.73
10,NFLX,468.00,449.40
56,ACN,958.00,351.34
68,MU,0.00,64.25
27,XRX,64.00,653.29
42,MU,565.00,377.83
91,VRSN,741.00,758.31
62,GOOGL,115.00,833.20
76,TSLA,259.00,921.68
72,AMAT,507.00,25.35
62,INTC,80.00,196.63
81,CTSH,686.00,789.92
46,INTC,157.00,525.46
74,QCOM,160.00,33.76
23,XRX,41.00,823.15
9,PYPL,517.00,4.33
93,VRSN,410.00,208.05
91,GOOGL,903.00,805.24
55,ORCL,779.00,160.23
61,TDC,641.00,357.07
60,CTSH,718.00,795.15
91,HPE,392.00,675.22
59,AMZN,90.00,629.10
91,TSM,575.00,290.87
67,PYPL,473.00,182.14
44,ZM,82.00,876.22
87,TSLA,180.00,515.77
18,ATVI,659.00,652.01
57,TSLA,983.00,334.25
41,STX,735.00,953.04
47,LRCX,972.00,592.41
76,ZBRA,865.00,406.64
77,WDC,749.00,647.22
51,HPE,432.00,539.19
91,MSFT,512.00,866.60
84,IBM,698.00,267.52
94,AAPL,456.00,265.92
78,INTC,833.00,655.02
41,WDC,292.00,181.33
71,ZBRA,70.00,515.97
75,TXN,650.00,208.77
70,ATVI,705.00,937.45
2,LRCX,567.00,638.23
36,STX,286.00,554.42
18,GOOGL,267.00,395.53
55,FB,946.00,461.58
90,TXN,964.00,66.80
29,CTSH,500.00,974.68
33,ATVI,465.00,926.10
82,GOOG,642.00,64.35
9,AMAT,959.00,12.21
7,TXN,289.00,176.98
11,QCOM,456.00,208.03
41,AAPL,877.00,330.30
95,HPQ,46.00,964.47
2,HPE,217.00,825.04
45,ADBE,270.00,780.41
39,TDC,325.00,649.76
60,ADBE,651.00,801.39
73,IBM,512.00,672.32
5,NVDA,650.00,931.70
18,ATVI,869.00,9.39
84,TSM,109.00,668.25
37,MU,249.00,544.52
65,NTAP,512.00,459.26
69,GOOG,743.00,425.50
42,ADBE,285.00,766.62
20,AMAT,653.00,513.63
73,AAPL,667.00,168.26
75,HPE,972.00,180.04
96,GOOGL,633.00,775.15
98,CRM,410.00,548.52
6,SNPS,745.00,957.41
22,PYPL,87.00,269.64
4,IBM,783.00,874.83
80,HPQ,111.00,177.38
59,TSM,513.00,589.49
17,ACN,391.00,727.69
94,GOOGL,948.00,601.56
49,TSM,211.00,947.03
54,QCOM,27.00,494.07
61,QCOM,269.00,729.73
81,AAPL,740.00,998.50
26,GOOGL,130.00,714.37
53,CRM,307.00,200.18
70,SNPS,295.00,642.23
89,PYPL,201.00,790.99
98,TXN,372.00,55.10
3,DELL,483.00,246.62
78,CRM,155.00,424.96
67,VRSN,104.00,556.61
39,GOOGL,798.00,324.73
93,DELL,600.00,667.50
26,INTC,608.00,47.07
37,EA,869.00,113.14
29,ATVI,429.00,157.32
9,STX,519.00,400.67
10,NVDA,33.00,827.13
48,ATVI,631.00,596.91
92,VRSN,397.00,436.78
22,ZM,616.00,216.78
8,IBM,268.00,857.12
66,TSM,295.00,954.40
16,INTC,945.00,26.15
4,CTSH,205.00,16.52
77,QCOM,792.00,920.67
66,ADBE,638.00,819.61
89,HPE,588.00,789.85
11,INTC,896.00,593.72
56,EA,460.00,565.68
44,CRM,771.00,999.82
33,TSLA,811.00,694.15
71,ATVI,310.00,212.08
79,ZBRA,333.00,241.42
27,EA,534.00,42.57
64,DELL,957.00,20.97
77,MU,857.00,592.96
8,CTSH,323.00,660.29
33,LRCX,643.00,606.35
39,NTAP,148.00,980.16
97,WDC,505.00,162.16
58,IBM,693.00,794.45
69,MSFT,637.00,607.75
65,CTSH,402.00,255.47
57,IBM,754.00,653.08
53,HPE,626.00,167.38
40,IBM,967.00,367.65
46,AAPL,305.00,269.33
43,NTAP,221.00,414.17
12,MSFT,403.00,350.65
70,DELL,774.00,229.19
17,AMZN,870.00,201.53
52,LRCX,564.00,18.05
61,MSFT,921.00,825.90
33,ZBRA,184.00,370.16
65,LRCX,463.00,47.12
71,ZBRA,665.00,20.25
91,AMAT,560.00,622.36
17,HPE,174.00,782.33
60,CTSH,936.00,248.53
8,PYPL,267.00,964.99
49,WDC,664.00,389.88
66,TSM,344.00,640.67
52,JNPR,321.00,687.14
62,VRSN,509.00,985.77
90,DELL,122.00,817.82
39,ACN,137.00,534.74
96,QCOM,741.00,69.44
61,XRX,48.00,598.41
21,TXN,815.00,559.80
92,AMAT,353.00,285.27
8,GOOGL,395.00,992.95
22,FB,718.00,534.23
66,MSFT,932.00,74.54
81,HPQ,992.00,318.29
93,JNPR,764.00,227.03
97,PYPL,899.00,710.86
68,GOOGL,404.00,42.96
15,FB,767.00,819.70
88,SNPS,403.00,993.75
92,FB,60.00,688.64
4,CRM,961.00,271.61
16,NTAP,842.00,142.71
49,TSM,954.00,283.99
90,ZBRA,143.00,209.92
91,TSLA,572.00,242.70
73,EA,611.00,191.09
60,HPE,259.00,493.93
7,ORCL,760.00,669.22
55,TDC,267.00,720.85
48,MSFT,592.00,750.53
7,TXN,701.00,917.01
80,GOOGL,357.00,611.67
19,LRCX,589.00,76.58
2,NTAP,740.00,991.14
23,ZBRA,153.00,876.63
27,MU,824.00,607.56
5,AMAT,192.00,236.96
48,LRCX,762.00,613.45
66,CTSH,160.00,534.68
88,AVGO,212.00,100.53
17,CRM,335.00,423.37
13,LRCX,231.00,360.71
94,ZBRA,237.00,661.08
2,NVDA,517.00,77.15
52,TSM,266.00,86.51
53,TXN,585.00,870.15
37,ACN,416.00,899.41
93,FB,719.00,655.49
15,AMAT,766.00,699.07
93,AMZN,312.00,85.77
65,VRSN,404.00,313.96
30,TSM,506.00,940.35
38,GOOGL,343.00,315.83
70,ATVI,893.00,705.42
78,EA,7.00,253.14
18,TSLA,392.00,742.80
69,EA,841.00,61.74
28,GOOGL,326.00,384.77
14,IBM,669.00,814.59
89,WDC,157.00,11.74
55,VRSN,457.00,957.83
48,SNPS,283.00,670.79
40,XRX,285.00,447.03
74,IBM,809.00,75.02
42,WDC,429.00,745.29
88,NFLX,230.00,887.49
6,XRX,642.00,474.06
91,IBM,501.00,37.90
67,WDC,899.00,617.77
75,CTSH,73.00,446.49
82,TXN,130.00,575.04
97,WDC,99.00,936.47
67,AVGO,688.00,22.14
72,FB,132.00,305.17
29,AMAT,604.00,508.25
67,XRX,350.00,493.58
19,VRSN,20.00,937.81
59,AVGO,541.00,544.89
60,AMZN,510.00,611.40
5,TSM,824.00,575.13
96,ADBE,411.00,294.80
30,AMZN,355.00,292.16
99,CRM,678.00,864.78
85,GOOGL,84.00,694.24
62,TSM,255.00,440.64
88,AVGO,951.00,455.25
35,HPQ,387.00,552.02
47,PYPL,780.00,160.93
52,PYPL,852.00,816.39
84,XRX,544.00,998.92
34,JNPR,598.00,803.84
64,NVDA,588.00,725.12
34,ZM,870.00,251.84
14,QCOM,860.00,729.99
90,AMZN,475.00,559.74
49,ATVI,208.00,810.42
31,AMAT,520.00,540.01
86,DELL,309.00,816.39
64,QCOM,575.00,732.93
25,TXN,853.00,686.54
6,TSLA,927.00,201.28
28,AMZN,211.00,512.27
57,STX,340.00,613.58
2,ZBRA,911.00,177.84
79,FB,451.00,597.04
57,PYPL,894.00,811.89
40,GOOG,761.00,795.55
18,TDC,741.00,755.76
62,XRX,982.00,803.34
92,QCOM,721.00,5.02
58,DELL,354.00,161.82
46,AMZN,782.00,112.70
49,GOOG,441.00,904.36
43,TXN,390.00,356.28
26,JNPR,815.00,713.70
52,DELL,408.00,565.16
56,STX,997.00,616.12
45,ACN,37.00,381.39
44,AAPL,992.00,279.01
65,AAPL,247.00,883.60
15,PYPL,766.00,400.46
64,SNPS,983.00,442.63
97,FB,56.00,384.40
1,PYPL,879.00,396.86
15,AMAT,975.00,479.46
68,LRCX,190.00,636.56
17,ORCL,978.00,826.92
23,ZM,114.00,468.61
37,IBM,866.00,410.47
70,TSM,728.00,196.26
10,WDC,726.00,730.04
2,AAPL,299.00,693.72
44,PYPL,825.00,131.92
67,TDC,833.00,881.03
77,AMZN,776.00,119.31
74,VRSN,330.00,411.94
